filepath,label,label_id,split,img_mode,md5,fg_r,fg_g,fg_b,bg_r,bg_g,bg_b,fg_brightness,bg_brightness,lum_contrast,noise_std,sharpness,area_frac,extent,bbox_aspect,circularity,solidity,eccentricity,radial_mean,radial_cv,radial_min_max,n_vertices
train/circle/circle_0335.png,circle,0,train,RGB,5e8a3a70cdc49b1b5a840119e4cc3f03,228.60228,211.90681,195.08636,202.0,14.0,100.0,214.98123,80.016,134.96524,7.777462482452393,1082.5662841796875,0.107421875,0.7333333333333333,0.96,1.3499030933390346,1.0476190476190477,0.08973446264810045,0.5492221064984921,0.011477875143908514,0.9569722332687566,1
train/star/star_0464.png,star,3,train,RGB,c98334ba19952bbc8c2a41c8248a526d,76.169495,128.31865,166.87119,192.0,177.0,91.0,117.12105,171.681,54.55995,4.38189172744751,297.169921875,0.072021484375,0.45384615384615384,0.9615384615384616,0.6590363255529417,0.7375000000000002,0.27110355924628676,0.5483318245715069,0.1789399233361471,0.5643716268650177,5
train/star/star_0580.png,star,3,train,RGB,23f74b98746ad41146d60457d91484d8,19.315693,218.04744,101.77007,222.0,188.0,31.0,145.37103,180.268,34.896973,6.864810943603516,485.8948974609375,0.1337890625,0.42316602316602314,0.9459459459459459,0.558913326569943,0.6711573790569504,0.18000166073396198,0.5620434534055893,0.19017679666483522,0.5626821323102364,5
train/triangle/triangle_0611.png,triangle,2,train,RGB,cd4b514297b7f8d94653cb197f231a3d,185.38608,196.22223,58.306396,229.0,103.5,161.0,177.25981,147.5795,29.680313,10.410391807556152,1061.03857421875,0.217529296875,0.5180232558139535,0.9302325581395349,0.8615447997378548,1.011925042589438,0.14184697339008956,0.5569284266609462,0.20402947198631108,0.5608757959931543,3
train/triangle/triangle_0806.png,triangle,2,train,RGB,4ed13b9810c67675d5ca7159f4dd99a8,219.80646,221.78024,230.48186,63.0,227.0,156.0,222.18207,169.87001,52.312057,7.985384464263916,711.0191650390625,0.12109375,0.5,0.96875,0.883350315294964,1.0205761316872428,0.16073335264073862,0.5566816559525646,0.20778728041881317,0.5556055420377334,3
train/cross/cross_0538.png,cross,5,train,RGB,fc8acfc4c516c15b1bb53dbbf2b193da,140.65953,74.33254,178.20158,39.0,201.5,89.0,106.00538,140.0875,34.082115,7.604022979736328,588.1259155273438,0.3076171875,0.546875,1.0,0.5543792925349954,0.7882389740381608,0.04499735789317986,0.5655536501132145,0.16863750490900792,0.5802033763055918,4
train/star/star_0488.png,star,3,train,RGB,4169fda232a0e7be13d78e798363e466,131.58968,21.244566,128.14403,106.0,211.0,251.0,66.42429,184.165,117.7407,8.012264251708984,1380.14697265625,0.08984375,0.45320197044334976,0.9655172413793104,0.6400587385582748,0.7272727272727272,0.2331054740553483,0.5519477650605821,0.1832031284819908,0.5486177153936705,5
train/square/square_0860.png,square,1,train,RGB,6213576f96728593040d1c82d00dba03,159.00494,50.7159,115.98869,93.0,215.0,179.0,90.53542,174.418,83.882576,9.208662986755371,1060.1416015625,0.345458984375,0.7146464646464646,0.9777777777777777,0.8943923554809785,1.0089126559714796,0.10028231330953256,0.5644157213345639,0.09541391081948172,0.7635271208796081,4
train/circle/circle_0740.png,circle,0,train,RGB,abb9cebc729ad0fa60ef6397d81f0d46,67.281166,241.12189,116.64543,181.0,78.0,53.0,174.95319,105.947,69.00619,9.212677955627441,886.0743408203125,0.17626953125,0.7513007284079084,1.0,1.285844612183395,1.0351254480286736,0.10555677394783182,0.5553179246765179,0.005467922986206018,0.9804225270581193,0
train/cross/cross_0396.png,cross,5,train,RGB,0f5f48b908d6ae96cb082021a480eb9c,19.079102,97.26228,65.83597,253.0,231.0,51.0,70.30291,217.05798,146.75507,8.000143051147461,2267.35107421875,0.293212890625,0.5436849253055681,1.0,0.6447183180761553,0.7811382113821138,0.12531531555900755,0.5636106638428667,0.17222994673700984,0.5947935553033841,4
train/square/square_0339.png,square,1,train,RGB,12b1e5daa72e8a9c10f8cad3df95bb7d,208.09282,19.712784,231.61296,220.0,205.0,28.0,100.19504,189.30699,89.11195,8.531378746032715,1030.263671875,0.139404296875,0.5576171875,1.0,1.1793881690989327,1.0251346499102336,0.14470484885310952,0.5569386990095454,0.08716454716358685,0.7713651183428916,4
train/pentagon/pentagon_0292.png,pentagon,4,train,RGB,446e6da68ebd946f5005faa92f8d352f,32.253403,35.954082,220.13605,229.5,105.0,55.0,55.844322,136.5255,80.681175,5.388814449310303,512.90185546875,0.1435546875,0.6533333333333333,1.0,1.1839490340076926,1.019064124783362,0.1955079143368273,0.5540990385729141,0.0500980325879357,0.8366037669744737,5
train/pentagon/pentagon_0438.png,pentagon,4,train,RGB,f2c98740d21e81ce7315acc7188b1d60,164.22173,84.26164,163.95566,10.0,56.5,243.0,117.25482,63.857502,53.39732,4.399693012237549,193.93406677246094,0.110107421875,0.6938461538461539,0.9615384615384616,1.2625157378201657,1.037974683544304,0.06670762341891205,0.5516705726994968,0.04690398095814504,0.8657069179234795,5
train/circle/circle_0372.png,circle,0,train,RGB,538166d1d499ac463998ce12b5c952bb,49.479263,228.5576,87.97235,88.0,26.0,157.0,158.98647,59.472,99.514465,8.11193561553955,1106.3204345703125,0.31787109375,0.7745389649018442,1.0,1.281338753222207,1.0272189349112426,0.15689313449272768,0.5581958983457623,0.005848905167895641,0.9767639811168531,0
train/star/star_0387.png,star,3,train,RGB,87fe6cd1c96b6c63f892774e6c93e6f7,132.66957,191.8058,157.8145,117.0,131.0,0.0,170.24905,111.880005,58.36905,5.888388156890869,566.4939575195312,0.084228515625,0.45634920634920634,0.9642857142857143,0.6447647028484934,0.7217573221757322,0.08744494827056543,0.5445978354587782,0.17990201730523006,0.5863009022724709,5
train/square/square_0463.png,square,1,train,RGB,e3a9cefef7529bf18e40b8c3ea8c2660,202.7733,192.33263,78.47669,13.0,131.0,59.0,182.47482,87.51,94.96482,4.389477252960205,215.941162109375,0.115234375,0.6020408163265306,1.0,1.1441602874182841,1.0350877192982455,0.15092905630945225,0.5523507369262164,0.08396420808877889,0.7847514643784029,4
train/triangle/triangle_0594.png,triangle,2,train,RGB,b78945b57790d1e11e49733aa62d7bbc,171.44148,150.52837,89.66135,49.0,223.0,239.0,149.84254,172.798,22.95546,2.293609380722046,71.1794204711914,0.1376953125,0.5026737967914439,0.9705882352941176,0.8749917316663824,1.0171325518485121,0.03623497284763684,0.5518000183201928,0.20629899562067863,0.5598514421878634,3
train/triangle/triangle_0245.png,triangle,2,train,RGB,73c82c400a07d71417720777ec71eff7,58.225716,218.51428,173.84572,221.0,243.0,16.0,165.49579,210.544,45.048218,8.76876163482666,722.611572265625,0.08544921875,0.5401234567901234,0.8888888888888888,0.8975979010254719,1.0355029585798823,0.21890304523875617,0.5471074080981262,0.21003208751584818,0.5340349411675168,3
train/star/star_0763.png,star,3,train,RGB,8b69721c555786007c65dc84d4ec0190,208.21367,85.53846,42.762394,235.0,171.0,202.0,117.34188,193.67,76.32812,10.578211784362793,1322.1900634765625,0.142822265625,0.4391891891891892,0.972972972972973,0.5558659213156567,0.6755196304849885,0.12162697951651466,0.562154510999344,0.1832541825732453,0.5808180192752984,5
train/cross/cross_0771.png,cross,5,train,RGB,505087ddd2c3c72f3e90410b3fc0fb11,79.65545,168.72475,37.239605,107.0,45.0,235.0,127.10372,85.198,41.905724,8.559296607971191,742.0693359375,0.123291015625,0.5254942767950052,1.0,0.6607681341368931,0.8224755700325733,0.16202184992151228,0.5523831667564801,0.1700109670224981,0.5900763703415441,4
train/triangle/triangle_0708.png,triangle,2,train,RGB,24a762e1550682df8184934d0d14fbe5,67.045586,60.849003,240.43304,96.0,185.0,61.0,83.17436,144.25299,61.07863,8.095149993896484,740.3433837890625,0.17138671875,0.5,0.9230769230769231,0.8479038995847069,1.0137184115523465,0.122020559119106,0.5542535674845451,0.2066565551793021,0.5564684940133103,3
train/pentagon/pentagon_0619.png,pentagon,4,train,RGB,42cc687d2b6d793dd97705f73257645d,113.967514,243.30858,191.75406,129.0,107.0,84.0,198.75839,110.95601,87.80238,3.397446632385254,356.61077880859375,0.105224609375,0.6896,1.0,1.2065283436817993,1.0398069963811822,0.19868244044670308,0.5493071191064746,0.04840111468808368,0.8541272746655011,5
train/triangle/triangle_0184.png,triangle,2,train,RGB,9dcdf528992e628cf3bf562a4d838cbc,158.99153,221.5339,20.124294,143.0,31.0,92.0,179.87305,71.442,108.431046,6.455211162567139,971.9459228515625,0.1728515625,0.5479876160990712,0.8947368421052632,0.8896990394965405,1.0290697674418605,0.1765974570078695,0.5554724081188801,0.1964900983988175,0.576596348412489,3
train/circle/circle_0212.png,circle,0,train,RGB,751747310b609fa567743c795d92a120,170.44751,101.660164,41.752354,226.0,181.0,159.0,115.39809,191.94699,76.548904,11.405278205871582,1419.39794921875,0.36279296875,0.7854122621564482,0.9772727272727273,1.2754338319060483,1.0262430939226517,0.11082392956297726,0.5589010292304846,0.004683615157519949,0.982121184603765,0
train/star/star_0463.png,star,3,train,RGB,5ee8e58daa79300b9b932f6048dcf0c3,222.67416,15.830056,238.91994,230.0,203.0,61.0,103.10869,194.885,91.776306,3.475006103515625,659.4183349609375,0.173828125,0.4346764346764347,0.9285714285714286,0.5635711688979067,0.6698024459078081,0.26659537084091095,0.567854085193214,0.18055115773645147,0.5856540836986425,5
train/star/star_0345.png,star,3,train,RGB,372d3c6a7019287a97551c6d4a335142,117.664474,177.15526,164.65921,107.0,11.0,71.5,157.94296,46.601,111.341965,11.247977256774902,1882.2012939453125,0.185546875,0.4413472706155633,0.9761904761904762,0.5651148915332784,0.67286409915892,0.15542621743368917,0.5688279598137852,0.1840403403408666,0.5858615415119842,5
train/square/square_0776.png,square,1,train,RGB,634d891de97e0623cf9220ab1ca2587e,33.550976,89.92109,88.394554,230.0,104.0,92.0,72.8924,140.306,67.4136,10.308903694152832,1132.484619140625,0.349609375,0.895,1.0,0.8799962208304296,1.0166844160454385,0.05963246801848068,0.563839162707008,0.09322013711599719,0.7674544823651736,4
train/cross/cross_0533.png,cross,5,train,RGB,2c7b5835d7c04780631b6727c0d95909,220.19595,194.34526,184.39035,239.0,244.0,21.0,200.93976,217.083,16.143234,7.334331512451172,476.93450927734375,0.156982421875,0.5730837789661319,0.9705882352941176,0.5705936236870544,0.8233034571062738,0.25498489045738376,0.5542458692060209,0.18049055486121857,0.5438857936016164,4
train/cross/cross_0112.png,cross,5,train,RGB,ee7c93e4b576b92cfc4b565b5d06758f,214.5032,193.29526,87.233635,129.5,140.0,250.0,187.54541,149.4005,38.144913,4.900252342224121,328.74029541015625,0.190185546875,0.5394736842105263,1.0,0.6166038491172322,0.797338792221085,0.08799482038245242,0.5618821735719889,0.17146755236159894,0.5690935337089007,4
train/star/star_0062.png,star,3,train,RGB,04f07e864a93f4d3952eff31360241fa,130.53676,92.15672,90.471565,136.0,252.0,135.0,103.44025,203.978,100.53775,9.486681938171387,994.083740234375,0.176025390625,0.4509068167604753,0.9512195121951219,0.5798626056289525,0.6795475966069745,0.14772122775536742,0.5701789958955267,0.18023276737205643,0.5784615961009159,5
train/triangle/triangle_0701.png,triangle,2,train,RGB,5f0cd0c2600fc6ac9aebb7f79f49e193,121.95911,163.02974,157.9145,177.0,242.0,12.0,150.16649,196.345,46.178513,10.675885200500488,1067.756591796875,0.065673828125,0.5316205533596838,0.9565217391304348,0.9710869564095508,1.0346153846153847,0.2551696600506441,0.536384373303725,0.20300685083372189,0.5464128620390468,3
train/cross/cross_0609.png,cross,5,train,RGB,93417683778095d1e4cf9cb6b28a31e7,84.421715,116.52114,228.76,215.0,246.0,51.0,119.71864,214.501,94.782364,9.062911987304688,819.2308959960938,0.213623046875,0.546875,1.0,0.5858369805297933,0.8101851851851852,0.1365073152034467,0.56426660364213,0.16107401084196063,0.6032209463851219,4
train/cross/cross_0612.png,cross,5,train,RGB,bc26e3e1fc31319e411819f8e2c9e8de,37.43177,213.41446,205.01018,168.0,146.0,225.0,159.83754,161.584,1.74646,7.796757221221924,517.9147338867188,0.23974609375,0.61375,1.0,0.8156636884989023,0.786543852623148,0.10416353166195043,0.5627395624103737,0.17207273587827124,0.5939473014299875,4
train/pentagon/pentagon_0245.png,pentagon,4,train,RGB,947ad51d7d5c393bb1b046cf4ce68385,202.58302,145.96863,196.66052,82.0,83.0,10.0,168.6752,74.379,94.2962,4.395831108093262,502.646240234375,0.13232421875,0.6913265306122449,1.0,1.1791850541865463,1.0333651096282173,0.2632296515875676,0.5516217081345363,0.05555876911706821,0.8183560382027381,5
train/star/star_0288.png,star,3,train,RGB,adabdaa47a720f65f6200dab3fdadbe9,78.53885,96.42105,195.8446,53.0,89.0,38.0,102.40856,72.422,29.986565,8.555235862731934,667.819580078125,0.097412109375,0.44333333333333336,1.0,0.6054802409284753,0.6951219512195119,0.15417420037793414,0.5524287593309318,0.18174719733803485,0.5775373513813935,5
train/triangle/triangle_0235.png,triangle,2,train,RGB,343ab5e767cddc2076609d72e5360782,145.53275,173.78912,53.00555,47.0,230.0,216.0,151.57114,173.68701,22.115875,8.66871166229248,622.00634765625,0.219970703125,0.5372689326177699,0.9069767441860465,0.8561285386417208,1.0134983127109112,0.16180537027555136,0.5573509681118216,0.20104347946011436,0.5635960962803657,3
